user,date,content
Hersheys,2021-05-12 20:21:44+00:00,"@squid_boyardee We are very sorry to see this, please send us a DM with the UPC and manufacturing codes from the back of the package that it came in so we can help!"
Hersheys,2021-05-10 20:11:46+00:00,@QameltoeQ We are sorry to see this! It looks like the product was exposed to heat or humidity sometime during the distribution process. Please send us a DM so we can help!
Hersheys,2021-05-03 20:06:16+00:00,"@allysonsfeels Hi, Rebecca. We are very sorry to hear this. Please send us a DM with the UPC and manufacturing codes from the back of the bag so we can help!"
Hersheys,2021-05-03 20:05:23+00:00,@Zane_Rad We are sorry to see this! Please send us a DM with the UPC and manufacturing codes from the back of the package so we can help!
Hersheys,2021-05-03 19:55:42+00:00,"@LeoQuestionable Hi, Leo. Unfortunately, this product is not available at this time. We will certainly add your vote for its return!"
Hersheys,2021-04-30 08:26:21+00:00,"@terrn8tor We're very sorry to see this, T. Please give our HCW merchandise team a call at 717-534-4942 so they can assist with your concern."
Hersheys,2021-04-27 21:53:06+00:00,"@Patriiceh_ Hola!

Para darle seguimiento a tu queja favor de enviar un mensaje de WhatsApp al 3316052614

¡Que tengas un dulce día!"
Hersheys,2021-04-27 20:56:46+00:00,"@juan_paz96 Hola!

Para darle seguimiento a tu caso favor de enviar un mensaje de WhatsApp al 3316052614

¡Que tengas un dulce día!"
Hersheys,2021-04-26 20:12:01+00:00,"@cml0702 Hi, Claire. We are sorry to see this! Please send us a DM with the UPC and manufacturing codes from the back of the package so we can help!"
Hersheys,2021-04-23 14:50:00+00:00,@OfficialCaleM We are sorry to hear this! Please send us a DM with the UPC and manufacturing codes from the back of the package so we can help!
Hersheys,2021-04-21 07:53:16+00:00,@olayos_shea Hi Shea! We'll certainly add your vote for the return of our KISSES filled with Coconut Crème Milk Chocolate Candy!
Hersheys,2021-04-12 18:39:08+00:00,@PanickingRoses1 We are sorry to hear this! Please send us a DM with the UPC and manufacturing codes from the back of the package so we can help!
Hersheys,2021-04-08 23:50:19+00:00,@Ghostbusters Even the marshmallows can’t wait for s’mores season. We can relate!
Hersheys,2021-04-05 18:17:51+00:00,@audreyw17 Hi! Please send us a direct message so we can get in touch!
Hersheys,2021-04-05 18:05:47+00:00,@ToddlersndTeens Hi! We are sorry to see this. It looks like the product was exposed to heat or humidity sometime during the distribution process. Please send us a DM with the UPC and manufacturing codes from the back of the package so we can help!
Hersheys,2021-04-01 21:13:43+00:00,@BurgerKing How did you know our favorite sandwich order? 😊
Hersheys,2021-03-29 18:00:01+00:00,@DavidMo66984563 Hershey does not tolerate child labor. We encourage you to read more about our Cocoa For Good strategy and all of our cocoa sustainability programs as well as our overall Corporate Social Responsibility leadership: https://t.co/9xIpOFHqTG
Hersheys,2021-03-29 17:43:35+00:00,"@emma_lee31 We are sorry to see this, Emma! Please send us a DM with the UPC and manufacturing codes from the back of the package so we can help!"
Hersheys,2021-03-26 16:07:52+00:00,"@KLand17 Hi again, Kim. We apologize for the delay, your message did not come through on our end. Please check your DMs! ☺️"
Hersheys,2021-03-26 14:25:07+00:00,@pajamamama1 Hershey does not tolerate child labor. We encourage you to read more about our Cocoa For Good strategy and all of our cocoa sustainability programs as well as our overall Corporate Social Responsibility leadership: https://t.co/9xIpOFHqTG
Hersheys,2021-03-25 23:31:56+00:00,"@JetPuffed That’s a tough question… it totally depends on our mood! Either way, the marshmallow is an essential part of a delicious s'more 😋 #JPBurntMarshmallows"
Hersheys,2021-03-22 19:49:28+00:00,"Have you tried making your own 'Celebrate HerSHEy's’ bar? If you have, we’d love to see! Post with the hashtag #CelebrateSHE and we might just share to our page 😊. https://t.co/mrO27amKtd"
Hersheys,2021-03-19 19:23:53+00:00,"@MaryImageSmith Thanks for joining our celebration, Mary! Send us a message so we can chat all things #CelebrateSHE"
Hersheys,2021-03-19 16:07:51+00:00,"@GgVikas Aw, this is so sweet! Thank you so much for sharing! 😊"
Hersheys,2021-03-17 20:53:10+00:00,"@Khans8K We are sorry to see this, Shelina! This definitely looks like it was an error during our packaging process. Please send us a DM with the UPC and manufacturing codes from the package so we can help!"
Hersheys,2021-03-17 19:38:35+00:00,"@annataylor02 Hi, Anna! Send us a DM with your zip code, and we can try to track some down in your area!"
Hersheys,2021-03-12 21:37:15+00:00,@wtfismikeplayin Hershey does not tolerate child labor. We encourage you to read more about our Cocoa For Good strategy and all of our cocoa sustainability programs as well as our overall Corporate Social Responsibility leadership: https://t.co/9xIpOFHqTG
Hersheys,2021-03-11 22:05:04+00:00,"@taraSbutler We are sorry to hear this, Tara. Please send us a DM with the UPC and manufacturing codes from the back of the bag so we can help!"
Hersheys,2021-03-11 14:56:32+00:00,Every day is a new day to celebrate ‘SHE’. Check out this fun #DIY project for making your very own ‘Celebrate HerSHEy’s’ bars at home with your loved ones. Who are YOU celebrating? Tell us with #CelebrateSHE https://t.co/SL5g3yt2Ne
Hersheys,2021-03-11 08:27:26+00:00,"@XBSTweets Yes! They're still available, TJ. You can use our online product locator to find them near you:

https://t.co/N4NhWUgeHj"
Hersheys,2021-03-10 16:26:40+00:00,"@GagePicking Hi, Dylan. We are sorry to hear this. Please send us a DM with the UPC and manufacturing codes from the back of the package so we can help!"
Hersheys,2021-03-09 20:49:14+00:00,"@cate_goff Hi, we are very sorry to hear this! Please send us a DM with the UPC and manufacturing codes from the back of the package so we can help!"
Hersheys,2021-03-09 17:03:33+00:00,@missmayim We’re so happy to celebrate with you! #CelebrateSHE
Hersheys,2021-03-08 15:54:53+00:00,Happy #InternationalWomensDay. From mothers and sisters to daughters and granddaughters; from aunts to nieces and goddaughters to godmothers; from neighbors to colleagues &amp; friends to strangers; we want to celebrate every woman. Who are YOU celebrating? Tell us with #CelebrateSHE https://t.co/HF8drV61TJ
Hersheys,2021-03-05 22:51:53+00:00,"@msmegmassey Hi, Meg. We’ve reached an aggregate $1 for $1 pay in the US, our workforce has nearly 50/50 gender diversity &amp; we have women-owned businesses across our supply chain from ingredients to packaging. Many of our largest business lines are led by women."
Hersheys,2021-03-04 17:19:04+00:00,@Livermore77777 We're glad you like these!
Hersheys,2021-03-04 17:05:08+00:00,"@likubles Hi, Eric! We still do have several factories here in Pennsylvania. However, we are not offering tours at this time. You could check out Hershey's Chocolate World, where your son can learn a lot about our factories and taste plenty of yummy treats! https://t.co/OZ3rcADDH3"
Hersheys,2021-03-04 15:27:11+00:00,"Notice anything different about us? ❤️ This #InternationalWomensDay, we’re celebrating women with limited-edition ‘Celebrate HerSHEy’s’ bars. Be among the first 1,000 visitors to select Hershey’s Chocolate World locations on 3/8 to receive this special bar. #CelebrateSHE https://t.co/YHNNXPHCjX"
Hersheys,2021-03-01 04:59:30+00:00,"@melissarinaldo We'll certainly make note of your request, Melissa!"
Hersheys,2021-03-01 04:59:02+00:00,"@KotzanDakota We'll certainly add your vote for its return, Dakota!"
Hersheys,2021-02-24 21:20:16+00:00,"@PhilD333 Hi, Phillip! The Whozeewhatzit Candy Bar is brand new, so it is still circulating to stores across the nation! It should soon be available anywhere that a Whatchamacallit Candy Bar is usually also sold!"
Hersheys,2021-02-22 16:56:52+00:00,"@lschmitt62 We are sorry to see this, Lori! Please send us a DM with the UPC and manufacturing codes from the bag so we can help!"
Hersheys,2021-02-22 16:46:14+00:00,"@DevonScotch We are sorry to hear this! This product is manufactured, sold and distributed by another company, General Mills, under a licensing agreement. 
Please send us a DM, and we can send you their contact information!"
Hersheys,2021-02-19 15:18:41+00:00,"@krosia Hola !! Lamentamos que hayas tenido esta situación! Para darle seguimiento a tu caso, nos puedes mandar un mensaje al número de whatsapp 3316052614 y con gusto te atenderemos :) 

¡Que tengas un dulce día!"
Hersheys,2021-02-19 06:25:21+00:00,"@KLand17 Yikes! Please send us a DM with the UPC and manufacturing code from the box, Kim."
Hersheys,2021-02-19 00:14:30+00:00,"@AldoMoralesC Hola Aldo!

 Para darle seguimiento a tu caso nos puedes contactar en el numero de whatsapp al 3316052614

¡Que tengas un duñce día!"
Hersheys,2021-02-11 03:57:57+00:00,"@marybanas Hi Mary! While they are both classic milk chocolate products, they use different recipes."
Hersheys,2021-02-03 18:55:44+00:00,"Heard a familiar name on @Jeopardy last night 😊 If you guessed Milton Hershey, you guessed correctly! https://t.co/OYVcXQ5Rsy"
Hersheys,2021-02-03 07:51:48+00:00,"@BiltmoreGhost Hi! We're so sorry to say they won't be available this year, but we'll certainly add your vote to bring them back!"
Hersheys,2021-01-29 20:21:39+00:00,"@gameringgamer We are sorry to see this, Hayden! It looks like the product was exposed to heat or humidity sometime during the distribution process. Please send us a DM with the UPC and manufacturing codes from the back of the bag so we can help!"
Hersheys,2021-01-26 06:50:31+00:00,"@hhaeyeun We appreciate you being a HERSHEY'S fan, Jo! Thank you for sharing your beautiful artworks!"
Hersheys,2021-01-25 21:44:48+00:00,"@SugarBakerBitch @HersheyCompany @AskHershey Hi, Kellie! Please send us a DM so we can get in touch with you about this! Thank you! 😊"
Hersheys,2021-01-21 06:47:00+00:00,@BobbyParkerJr_ Hi Bobby! We actually came up with a HERSHEY'S Milk Chocolate Bar with chopped almonds a few years back. We'll certainly make note of your request to bring it back!
Hersheys,2021-01-21 06:44:22+00:00,"@OtterLov3r We'll certainly make note of your request! In the meantime, maybe you'd like to try our unwrapped HERSHEY'S MINI KISSES Milk Chocolate, which we re-introduced last fall!"
Hersheys,2021-01-17 04:08:55+00:00,"@Ethan03982450 We're very sorry to learn of this, Ethan.

Please send us a DM with the following information so we can help:
1. UPC barcode from the package
2. Manufacturing code (a series of numbers and letters)
3. Store name, location, date of purchase

Thank you!"
Hersheys,2021-01-17 04:01:12+00:00,"@legendarytrinn We'll add your vote to bring them back, Trinn!"
Hersheys,2021-01-14 00:55:40+00:00,"@jresendiz894 Para darle seguimiento a tu caso favor de enviar un mensaje al whatsApp 3316052614 con tu numero de caso 10411615 @jresendiz894 

¡Que tengas un dulce día!"
Hersheys,2021-01-11 02:47:51+00:00,"@cwtaylor1111cwt Looks delicious, Carrie! Thanks for sharing this sweet photo!"
Hersheys,2020-12-29 07:43:22+00:00,"@Shayleray1 Hmmm, that certainly shouldn't be there. Please send us a DM with the UPC barcode and manufacturing code from the bag."
Hersheys,2020-12-26 03:01:16+00:00,@tdmac_21 Hi Tay! You'll be happy to hear that we've brought back the HERSHEY'S Unwrapped Mini Kisses! We hope you'll be able to track them down at your local retailers.
Hersheys,2020-12-22 08:24:03+00:00,@KeithRaShon They're only currently available as part of our HERSHEY'S Miniatures assortment.
Hersheys,2020-12-22 03:30:37+00:00,@KeithRaShon Hi Keith! We're so sorry to say that we no longer offer the regular count KRACKEL Bar.
Hersheys,2020-12-22 03:30:00+00:00,@artsysusie Hi! Could you please send us the UPC barcode of the product so we can check? Thanks!
Hersheys,2020-12-21 18:43:23+00:00,"@chakri7854 Hi, we are sorry to see this. Please send us a DM with your contact information so we can get in touch!"
Hersheys,2020-12-21 18:41:02+00:00,@ScottyVia Hi! Please send us a DM with your zip code so we can try to track some down in your area!
Hersheys,2020-12-18 07:35:53+00:00,@Missyeru We're sorry to hear this. Could you please send us a DM with the UPC barcode and manufacturing code from the bag so we can look into this? Thanks!
Hersheys,2020-12-17 17:24:02+00:00,"Dinner is served 🙌 Check out the Arreola-Chavez Family Chicken Mole recipe, made with #HersheysCocoa, in the latest episode of @FBE's EAT MY LIFE. #Ad https://t.co/RQeLj03zVT"
Hersheys,2020-12-14 22:05:29+00:00,"@laditapaniagua Hola !

Para darle seguimiento a tu queja favor de enviar un mensaje al 3316052614

¡Que tengas un dulce día!"
Hersheys,2020-12-14 17:10:21+00:00,@lisammarshall75 We are sorry to hear of your disappointment. Please send us a DM with the UPC and manufacturing codes from the back of the package so we can help!
Hersheys,2020-12-14 16:16:02+00:00,"@PeterTurano After 30 years, we decided to evolve our Bells commercial to a new version that honors holiday baking traditions. We share your love for our iconic Bells ad, which is why we will be airing both the original and our new Kisses holiday ad. Keep an eye out for them both!"
Hersheys,2020-12-10 22:05:21+00:00,"Three words: Red. Velvet. Cake 😋 Check out Aunt Mallie’s delicious Red Velvet Cake, made with HERSHEY’S Cocoa, in @FBE's all-new series EAT MY LIFE. #Ad https://t.co/wtqZyS5hwt"
Hersheys,2020-12-10 06:13:43+00:00,"@_tokn_ We'll certainly make note of your request, Brian! Thanks for reaching out!"
Hersheys,2020-12-09 06:46:00+00:00,"@trumorgan101 We're very sorry to learn of this. Please send us a DM with the UPC barcode, manufacturing code, and Best By date on the package."
Hersheys,2020-12-08 18:57:30+00:00,"@Figgy362 Good news! We're running both our iconic Bells ad and our new Bells to Blossoms ad this holiday season, so everyone can enjoy both 😊"
Hersheys,2020-12-08 18:56:17+00:00,@HackieP Think you'll try making some?
Hersheys,2020-12-08 18:55:28+00:00,@momlisa1965 😊 We share that excitement for our classic Bells commercial!
Hersheys,2020-12-08 18:54:13+00:00,"@astroversiity Good news! We ARE running our classic Bells commercial this year, so be on the lookout 😊🎶"
Hersheys,2020-12-08 18:52:02+00:00,@HoodieFreeman5 😊 We're so happy our iconic ad is bringing some joy this holiday season
Hersheys,2020-12-08 18:47:40+00:00,"@john_wittler Thank you for letting us know, John. We share the love for our iconic ad and are happy to report that we are running BOTH our iconic Bells ad and new Bells to Blossoms ad this holiday season 😊"
Hersheys,2020-12-08 18:44:57+00:00,@TiffieRui We share your love for our classic commercial 😊 Wishing you a happy holiday season!
Hersheys,2020-12-07 16:14:22+00:00,@nolandresden Hi! We are running both commercials! Keep an eye out for them both! 😀
Hersheys,2020-12-04 16:54:25+00:00,"@floraposteraro Happy baking, indeed! And happy #NationalCookieDay to all 😊🍪"
Hersheys,2020-12-04 16:52:25+00:00,@KMcRichter @WillieGeist Such a sweet #NationalCookieDay 😊 Hope they turn out great!
Hersheys,2020-12-04 16:49:19+00:00,"It’s almost the weekend… what are we baking?! 😋 In honor of #NationalCookieDay, we’re whipping up a batch of THE Ultimate Cookie to bake, Sugar Cookie Blossoms. Learn more and find the recipe here: https://t.co/qDqavFpWUb"
Hersheys,2020-12-03 14:55:44+00:00,"@_big_bad_bubba_ After 30 years, we decided to evolve our Bells commercial to a new version that honors holiday baking traditions. We share your love for our iconic Bells ad, which is why we will be airing both the original and our new Kisses holiday ad. Keep an eye out for them both! 😊"
Hersheys,2020-12-02 22:49:38+00:00,"@Britters1020 Hi, Britt! After 30 years, we decided to evolve our Bells commercial to a new version that honors holiday baking traditions. And we are happy to inform you that our original commercial will still be running, so keep an eye out for both! 😊"
Hersheys,2020-12-02 20:20:29+00:00,"@dtigerfan586 Hi, Janice! We share your love for our iconic Bells ad, which is why we will be airing both the original and our new Kisses holiday ad. Keep an eye out for them both! 😊"
Hersheys,2020-12-02 20:19:14+00:00,"@jowiliams870 Hi! Thank you for your feedback. We share your love for our iconic Bells ad, which is why we will be airing both the original and our new Kisses holiday ad. Keep an eye out for them both! 😊"
Hersheys,2020-12-02 20:16:51+00:00,"@Joyful77 Hi, Joy! We share your love for our iconic Bells ad, which is why we will be airing both the original and our new Kisses holiday ad. Keep an eye out for them both! 😊"
Hersheys,2020-12-02 20:15:09+00:00,"@No_harm_meant Hi! We share your love for our iconic Bells ad, which is why we will be airing both the original and our new Kisses holiday ad. Keep an eye out for them both! 😊"
Hersheys,2020-12-02 20:03:06+00:00,"@Assassin_Sharks Hi! We share your love for our iconic Bells ad, which is why we will be airing both the original and our new Kisses holiday ad. Keep an eye out for them both! 😊"
Hersheys,2020-12-02 18:28:51+00:00,"@Bitchzilla68 Thank you for sharing such sweet memories with us, Lisa. We're happy to share that we will be running both our iconic Bells ad and new Bells to Blossoms ad this holiday season!"
Hersheys,2020-12-02 18:26:25+00:00,@pattypillar71 Hi Patty! We're happy to share that we will be running BOTH our iconic Bells ad as well as our new Bells to Blossoms ad this holiday season.
Hersheys,2020-12-02 18:17:30+00:00,@eabrough Yum! Got to love the classic combination of chocolate and peanut butter 😋
Hersheys,2020-12-02 18:12:27+00:00,@AngelaLB17 We share your love for our iconic Bells ad and agree it signifies the start of the holidays! That is why we will be running BOTH our iconic Bells ad and new Bells to Blossoms ad this season 😊
Hersheys,2020-12-02 18:08:58+00:00,"@bossfo2007 Truly a sweet memory! We're so happy our new commercial brought you some joy. It just so happens that peanut butter blossoms are one of our favorite cookies, too 😊"
Hersheys,2020-12-02 18:06:04+00:00,"@ItsBriMonique1 Thanks, Bri! We're so happy you love the new commercial 😊"
Hersheys,2020-12-02 15:03:56+00:00,"@kilroy2730 Hey, Kelly! We are running both our iconic Bells commercial as well as our new holiday commercial this season 😊"
Hersheys,2020-12-02 15:00:46+00:00,"@RosalinaLand64 Good news! We're running both our iconic Bells commercial as well as our new ""Bells to Blossoms"" commercial this holiday season."
Hersheys,2020-12-02 14:59:10+00:00,@eabrough We're so happy you loved it ❤️ Do you have a favorite recipe to bake during the holidays?
Hersheys,2020-12-02 14:56:24+00:00,@JerseyWoman888 One of our favorite cookies 😋 Do you make them every holiday season?
Hersheys,2020-12-01 22:18:35+00:00,@MaryLou5821 Hey! Hi! We want to let you know that we will be airing both the original and our new Kisses holiday ad!
Hersheys,2020-12-01 22:16:48+00:00,"@DLgirl365 Hi Laura! We share your love for our iconic Bells ad, which is why we will be airing both the original and our new Kisses holiday ad. Thanks for reaching out!"
Hersheys,2020-12-01 22:16:10+00:00,"@andreahefner13 Hi! We share your love for our iconic Bells ad, which is why we will be airing both the original and our new Kisses holiday ad!"
Hersheys,2020-12-01 20:05:03+00:00,"@lizwipfliart Hi, Liz! We share your love for our iconic Bells ad, which is why we will be airing both the original and our new Kisses holiday ad!"
DominionEnergy,2021-12-13 19:33:31+00:00,"@gurudg Good afternoon. I'm sorry to hear this has not been resolved yet. Please send us a direct message with your full service address, including zip code, so we can look into this further. Thank you."
DominionEnergy,2021-12-13 19:08:22+00:00,"@JAFields01 Hi Jill. We're sorry to hear about your most recent experience. Please send us a direct message with your full service address, including zip code, so we can investigate further. Thank you."
DominionEnergy,2021-12-13 18:29:30+00:00,@Lizard_Kara Good afternoon. We are sorry to hear of the extended hold times you are experiencing. Please send us a DM with your full address (including city and zip code and we will be happy to look into this for you.
DominionEnergy,2021-12-13 17:45:59+00:00,"@maurakatefin Good Afternoon! Sorry for the delayed response. We apologize to hear of your experience. For further assistance, please send us a direct message with your full address including city, state, and zip code. Thank you!"
DominionEnergy,2021-12-13 13:49:49+00:00,@solvo471 Good morning. We are sorry to hear of the outage you experienced over the weekend. Is everything ok now?
DominionEnergy,2021-12-08 15:54:52+00:00,"@IAMSPROPERTY Good Morning. We apologize to hear you are without power. For further assistance, please send us a direct message with your full address including state and zip code. Thank you!"
DominionEnergy,2021-12-08 15:41:04+00:00,"@paul_bamonte Good Morning! We will be happy to assist you. For further assistance, please send us a direct message with your full address including city and state. Thank you."
DominionEnergy,2021-12-07 16:00:28+00:00,Protect yourself from scammers this holiday season! Watch out for suspicious links in emails or phone calls asking for payments. #ActionsSpeakLouder​ https://t.co/Z0bBF7px6G https://t.co/wXBfY8SHCE
DominionEnergy,2021-12-07 13:40:29+00:00,"@MLinMcLean Good Morning, we are sorry to hear that your area lost power. We show that the power in your area has been restored. Is there any further assistance needed?"
DominionEnergy,2021-12-07 13:31:31+00:00,"@EricShumsky Good Morning, we are sorry to hear that your home lost power. We show that the power in your area has been restored. Is there any further assistance needed?"
DominionEnergy,2021-12-06 17:00:20+00:00,Planning for your home to shine bright this holiday season? Decorate with LED lights that use less energy and last longer. #ActionsSpeakLouder https://t.co/5VNfzHRiYa https://t.co/VfKaxoJH7k
DominionEnergy,2021-12-03 20:43:22+00:00,"@thekellybowman Good Afternoon, for further assistance please respond via direct message with your full address including (city/state/zip code)."
DominionEnergy,2021-12-03 19:30:47+00:00,"@notnotwriting Good Afternoon, we truly apologize about your experience. For further assistance please respond via direct message with your full address including (city/state/zip code)."
DominionEnergy,2021-12-02 15:57:13+00:00,"@nsaamiller Good Morning, we are sorry to hear that your area is without power. For further assistance please respond via direct message with your full address including (city/state/zip code)."
DominionEnergy,2021-12-01 21:03:43+00:00,"@AdeleScalia Good Afternoon. We apologize to hear you have been without power. For further assistance, please send us a direct message with your  full address including state and zip code. Thank you."
